epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,32.0602,3.18224,4.57611,2.67508,0.00088,0.1129,0.00049,0.00018,2.55669,4.06316,2.48456,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034
2,37.7313,2.73442,4.227,2.35531,0.00225,0.29032,0.00147,0.00049,2.32624,3.93573,2.20024,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307
3,43.5903,2.3768,3.86628,1.94659,0.00442,0.56989,0.00628,0.00221,2.07681,3.69194,1.84572,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901
4,48.9843,2.26258,3.1311,1.82268,0.00579,0.74731,0.06567,0.02307,2.00435,3.28102,1.81067,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783
5,53.9808,2.20992,2.61694,1.82778,0.00654,0.84409,0.24442,0.10193,1.96794,3.09266,1.80223,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951
6,59.1522,2.17617,2.40842,1.72456,0.73399,0.14838,0.30402,0.10243,2.10817,2.88881,1.83126,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901
7,63.8896,2.10973,2.2225,1.64095,0.45836,0.32304,0.27992,0.07225,2.24798,2.7241,1.78679,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812
8,68.9576,1.96929,2.15757,1.6142,0.57923,0.45161,0.46041,0.14563,2.09822,2.31462,1.77787,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614
9,74.2639,2.03115,2.05889,1.57588,0.63694,0.56452,0.5799,0.1943,2.06771,2.14406,1.71445,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
10,79.4034,1.97419,1.98873,1.55052,0.56269,0.53226,0.44555,0.12546,2.33414,2.32001,1.92905,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
11,84.3479,1.92612,1.85903,1.524,0.5283,0.50538,0.47797,0.14938,2.20651,2.09423,1.80465,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
