epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,22.8284,2.78856,4.13621,2.32373,0.00329,0.42473,0.00296,0.00097,2.39271,3.84853,2.13387,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034
2,39.3404,2.3932,3.84999,1.98867,0.00571,0.73656,0.01013,0.00341,2.17045,3.57163,1.74074,0.00205842,0.00068614,0.00205842,0.00068614,0.00205842,0.00068614,0.00205842,0.00068614
3,57.6983,2.17296,3.22755,1.72987,0.00688,0.8871,0.02173,0.00674,1.93096,3.38603,1.51939,0.00305407,0.00101802,0.00305407,0.00101802,0.00305407,0.00101802,0.00305407,0.00101802
4,73.5584,2.09398,2.406,1.72632,0.00754,0.97312,0.1218,0.03483,1.89604,3.07721,1.5288,0.00400696,0.00133565,0.00400696,0.00133565,0.00400696,0.00133565,0.00400696,0.00133565
5,90.5559,1.91133,2.05298,1.56115,0.88942,0.15054,0.61295,0.23638,1.85733,2.70654,1.4943,0.00491707,0.00163902,0.00491707,0.00163902,0.00491707,0.00163902,0.00491707,0.00163902
6,107.065,1.84339,1.89896,1.50438,0.82826,0.59635,0.71779,0.29126,1.9034,2.32413,1.5,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
7,124.207,1.79407,1.76533,1.42107,0.80115,0.64983,0.7518,0.31582,1.87222,2.03571,1.4783,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
8,141.117,1.73918,1.67215,1.3849,0.73636,0.63069,0.7164,0.25996,2.00375,1.79285,1.52755,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
9,158.134,1.75545,1.57897,1.41848,0.80366,0.70422,0.81863,0.35922,1.89827,1.54196,1.55093,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
10,174.65,1.71275,1.5189,1.37526,0.85663,0.67459,0.80549,0.33198,1.93419,1.54601,1.54055,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436
11,191.556,1.69454,1.41199,1.32467,0.77401,0.75496,0.83379,0.37165,1.85828,1.52881,1.54542,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604
12,207.261,1.64081,1.32801,1.29171,0.7379,0.76344,0.80491,0.36995,1.86618,1.40821,1.5376,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
13,224.256,1.62885,1.29313,1.28253,0.73569,0.82258,0.84886,0.38946,1.84683,1.29298,1.49961,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
14,241.85,1.64425,1.2541,1.28234,0.81357,0.79772,0.86788,0.40398,1.85039,1.22948,1.47982,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
15,258.233,1.62381,1.20954,1.29194,0.81559,0.83221,0.87645,0.40974,1.8571,1.17409,1.45577,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
16,273.827,1.59365,1.18312,1.26371,0.81736,0.82258,0.86317,0.38978,1.84985,1.15935,1.44472,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
17,291.08,1.58634,1.16065,1.23531,0.80117,0.81183,0.84725,0.38102,1.86965,1.13564,1.4743,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
18,306.783,1.56868,1.12609,1.23765,0.84195,0.7957,0.86558,0.40326,1.88036,1.06284,1.46566,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
19,323.973,1.52984,1.07783,1.23087,0.86457,0.75806,0.86749,0.40182,1.86158,1.08392,1.44947,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
20,339.631,1.55051,1.05265,1.21544,0.83874,0.77419,0.85942,0.39063,1.87289,1.08997,1.46867,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
21,356.705,1.52005,1.02814,1.20224,0.83451,0.78495,0.85476,0.40072,1.85216,1.05274,1.44629,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
22,372.156,1.48502,0.99965,1.19194,0.79453,0.83161,0.86909,0.40623,1.84906,1.02693,1.42269,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684
23,389.069,1.51243,1.0146,1.18757,0.82377,0.80419,0.88109,0.40892,1.87991,1.00959,1.43886,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288
24,404.846,1.47181,0.96474,1.1902,0.86081,0.77957,0.88226,0.39247,1.88697,0.99589,1.45139,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892
25,422.118,1.44013,0.9371,1.16708,0.8787,0.76344,0.88598,0.40269,1.88437,1.00481,1.4391,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496
26,437.465,1.49042,0.96433,1.16909,0.82673,0.76344,0.86551,0.39476,1.91096,0.98653,1.4678,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101
