epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,7.5577,2.83298,4.27373,2.4053,0.00221,0.28495,0.00156,0.0005,2.44446,3.90688,2.20095,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034
2,13.3765,2.46274,3.97245,2.03938,0.00508,0.65591,0.00681,0.00221,2.16896,3.65104,1.79719,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307
3,19.2054,2.1537,3.48508,1.652,0.00675,0.87097,0.05514,0.01632,2.02705,3.2988,1.43961,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901
4,24.0869,2.05945,2.49989,1.56594,0.7857,0.28495,0.52369,0.19822,2.01192,2.72662,1.44081,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783
5,29.4419,1.98906,2.04614,1.50281,0.72076,0.53226,0.5921,0.21671,2.10639,2.40554,1.45234,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951
6,34.2916,1.95884,1.87004,1.41094,0.78665,0.6828,0.75184,0.30152,2.03676,1.88373,1.43564,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901
7,39.3933,1.86602,1.72043,1.35236,0.70282,0.64847,0.68309,0.23288,2.11101,1.88179,1.44628,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812
8,44.7634,1.76541,1.60178,1.30402,0.8083,0.67742,0.78808,0.2894,2.01008,1.76315,1.39823,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614
9,49.6787,1.80927,1.54604,1.30509,0.81697,0.73656,0.8287,0.33949,1.95178,1.5159,1.37429,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
10,54.8094,1.79313,1.43786,1.31733,0.84663,0.71229,0.81612,0.32263,1.98573,1.61018,1.43899,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
11,59.7064,1.69233,1.34454,1.25662,0.79131,0.77469,0.83979,0.33775,1.93807,1.40622,1.40648,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
12,64.8585,1.72105,1.37898,1.27253,0.82814,0.73656,0.83338,0.35153,1.85606,1.31426,1.38269,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822
13,69.7183,1.70939,1.31305,1.27852,0.76652,0.81195,0.85365,0.40627,1.80469,1.21094,1.35026,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
14,74.733,1.714,1.28789,1.27775,0.916,0.71505,0.87575,0.41532,1.77661,1.25516,1.35643,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426
15,79.5303,1.62172,1.22255,1.24777,0.8435,0.74194,0.85882,0.41316,1.80009,1.12645,1.35169,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
16,84.9552,1.63356,1.19162,1.24583,0.87193,0.73205,0.88285,0.40844,1.80817,1.10015,1.37912,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703
17,89.8021,1.63195,1.13097,1.22727,0.8237,0.77872,0.88284,0.41773,1.8191,1.03824,1.35303,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
18,95.0285,1.67977,1.16853,1.25807,0.8012,0.78495,0.87656,0.40425,1.85471,1.0655,1.36411,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634
19,99.841,1.62172,1.11771,1.224,0.75604,0.8172,0.88105,0.41592,1.85303,1.0583,1.36755,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436
20,105.138,1.575,1.06847,1.20525,0.81728,0.82258,0.88824,0.41152,1.86439,1.04363,1.37462,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238
21,110.087,1.54866,1.03781,1.19411,0.82912,0.8087,0.89549,0.40907,1.87813,1.02614,1.36636,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604
22,115.156,1.54777,1.05877,1.20019,0.76762,0.85484,0.88787,0.39624,1.8923,1.03318,1.39717,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842
23,119.961,1.58421,1.03075,1.19905,0.78797,0.83915,0.88694,0.40803,1.89675,1.05205,1.4124,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
24,125.013,1.54026,1.00809,1.19942,0.80041,0.84085,0.88578,0.4009,1.8957,1.03623,1.40845,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446
25,129.663,1.51816,0.9461,1.17693,0.79587,0.83871,0.86502,0.38151,1.94492,1.05734,1.45808,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
26,134.576,1.54052,0.98455,1.17216,0.81752,0.85484,0.89021,0.40335,1.89834,0.98366,1.40306,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505
27,139.606,1.47834,0.94891,1.16925,0.78624,0.84946,0.87033,0.37583,1.94272,1.00291,1.45824,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
28,144.419,1.48671,0.91694,1.15805,0.82311,0.85484,0.88923,0.39629,1.90529,1.00153,1.41191,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654
29,149.324,1.43683,0.88616,1.14845,0.84163,0.84946,0.89507,0.40612,1.88235,0.97964,1.398,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
30,154.414,1.4604,0.88346,1.15087,0.83619,0.82332,0.89471,0.40988,1.89145,0.96705,1.40944,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258
31,159.386,1.41121,0.87972,1.13092,0.81539,0.83333,0.86505,0.3845,1.95096,0.9817,1.47522,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
