epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,9.29719,2.76739,4.25585,2.38376,0.00229,0.2957,0.00517,0.00123,2.37167,3.90296,2.1894,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034
2,14.9591,2.42078,3.97059,2.04437,0.00442,0.56989,0.00393,0.00129,2.1866,3.68909,1.86238,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307
3,21.3442,2.16647,3.53884,1.7828,0.00625,0.80645,0.01216,0.00399,1.97383,3.44865,1.59568,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901
4,27.0669,2.08232,2.44247,1.77242,0.00696,0.89785,0.153,0.05462,1.96767,3.08411,1.6139,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783
5,32.6177,1.96919,2.09334,1.69213,0.01692,0.80108,0.51333,0.20289,1.83271,2.79551,1.58215,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951
6,38.8897,1.93125,1.89182,1.6175,0.68712,0.53133,0.61082,0.23889,1.86591,2.25239,1.59649,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901
7,44.4653,1.82844,1.74568,1.49793,0.60311,0.55376,0.49396,0.15574,2.24231,2.14335,1.72729,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812
8,50.1506,1.7647,1.6781,1.48909,0.78939,0.6247,0.74369,0.29195,1.94534,1.79378,1.61368,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614
9,55.6667,1.79431,1.58889,1.4729,0.81252,0.67204,0.78689,0.33576,1.90034,1.63611,1.57352,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
10,61.3685,1.76289,1.49553,1.45933,0.82216,0.68817,0.7845,0.32502,1.92795,1.67981,1.65941,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
11,66.7901,1.69101,1.39145,1.39309,0.82947,0.72581,0.82831,0.34868,1.84962,1.48036,1.5458,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
12,72.9966,1.7316,1.42171,1.38035,0.7959,0.73656,0.81382,0.3647,1.82688,1.36949,1.54514,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822
