epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,7.41897,2.83083,4.25607,2.40159,0.00246,0.3172,0.00162,0.00052,2.40665,3.90423,2.15203,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034
2,12.9291,2.46926,3.97142,2.04174,0.00404,0.52151,0.0049,0.00135,2.2414,3.69212,1.86082,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307
3,18.8866,2.17602,3.60596,1.70325,0.00642,0.82796,0.09306,0.02859,2.02803,3.36649,1.46642,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901
4,23.9789,2.00726,2.8122,1.53832,0.00729,0.94086,0.43229,0.15306,1.82135,2.99219,1.39225,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783
5,28.9284,1.9617,2.18819,1.56767,0.62813,0.39958,0.55214,0.19703,1.94123,2.55539,1.41079,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951
6,33.9692,1.93528,2.01313,1.41708,0.59903,0.56224,0.55711,0.17721,2.15751,2.28272,1.49777,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901
7,38.8597,1.86245,1.84287,1.37723,0.72761,0.66064,0.6733,0.22535,2.066,2.10775,1.47278,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812
8,44.209,1.76387,1.71821,1.36191,0.80196,0.74025,0.79908,0.32208,1.94864,1.79233,1.42237,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614
9,48.9672,1.77937,1.62002,1.33852,0.81182,0.71904,0.8099,0.37533,1.86445,1.49699,1.38868,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
10,54.1218,1.78807,1.50496,1.33904,0.82518,0.73594,0.84225,0.38353,1.82649,1.44376,1.37825,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
11,58.9764,1.68187,1.38966,1.2643,0.85332,0.73118,0.84433,0.37565,1.83198,1.38079,1.35731,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
12,63.7696,1.72189,1.39525,1.27583,0.83918,0.76882,0.86617,0.39393,1.8182,1.32162,1.35967,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822
13,68.7491,1.68413,1.31859,1.26761,0.79013,0.78495,0.87034,0.39228,1.86268,1.24604,1.37257,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
14,74.1066,1.73674,1.33482,1.28552,0.90642,0.70968,0.8736,0.39873,1.81062,1.22603,1.3627,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426
15,79.0143,1.64201,1.24441,1.25817,0.87752,0.7704,0.89534,0.42065,1.80354,1.12135,1.35687,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
16,83.8801,1.63122,1.19818,1.24022,0.85157,0.81183,0.90634,0.42045,1.82098,1.08014,1.36441,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703
17,88.7326,1.62977,1.11446,1.22287,0.80585,0.80108,0.86763,0.40531,1.91169,1.05018,1.3925,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
18,94.1843,1.68195,1.17146,1.26213,0.861,0.73118,0.87169,0.41489,1.87269,1.05514,1.38461,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634
19,99.1392,1.61545,1.12901,1.22301,0.78578,0.78495,0.84766,0.34725,1.92991,1.14929,1.44546,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436
20,104.289,1.56369,1.06666,1.20472,0.84156,0.79032,0.88253,0.39878,1.86353,1.07709,1.38942,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238
21,108.884,1.57104,1.04987,1.20316,0.83512,0.81694,0.89261,0.40627,1.8673,1.05298,1.39217,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604
22,113.925,1.53381,1.03858,1.18964,0.81197,0.83333,0.89752,0.40436,1.84905,1.04077,1.38952,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842
23,118.751,1.55324,1.01549,1.18376,0.81851,0.82442,0.88843,0.40204,1.83897,1.03748,1.38905,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
24,124.119,1.55049,1.011,1.19847,0.82319,0.80645,0.87427,0.41763,1.83213,0.99121,1.36347,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446
25,128.874,1.52772,0.9604,1.17346,0.8497,0.82063,0.90244,0.41502,1.84316,0.9775,1.37167,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
26,133.833,1.54402,0.99522,1.1718,0.81906,0.85183,0.89637,0.42122,1.83512,0.95489,1.36349,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505
27,138.899,1.47968,0.94749,1.1642,0.82611,0.84409,0.89644,0.41543,1.87079,0.94875,1.36707,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
28,144.268,1.49081,0.91513,1.15956,0.82486,0.83871,0.88073,0.41112,1.90203,0.9641,1.38032,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654
29,148.943,1.43821,0.88193,1.14896,0.83548,0.84639,0.88316,0.40337,1.88069,0.93995,1.39866,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
30,154.257,1.46808,0.89848,1.15278,0.84523,0.83333,0.88753,0.41332,1.88086,0.92507,1.39008,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258
31,158.907,1.40741,0.88377,1.13043,0.80179,0.86022,0.87791,0.40093,1.92422,0.92173,1.42604,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
32,164.037,1.41682,0.86397,1.12283,0.81208,0.87097,0.88905,0.40131,1.9159,0.9063,1.40989,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862
33,169.013,1.39481,0.84394,1.1203,0.86074,0.79752,0.8715,0.40583,1.89926,0.89488,1.39451,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
34,173.79,1.37286,0.8154,1.10855,0.81755,0.87097,0.8977,0.42513,1.85936,0.85393,1.37309,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466
35,178.925,1.383,0.81021,1.1035,0.88022,0.82968,0.89293,0.40329,1.92036,0.90253,1.40165,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
36,184.097,1.3758,0.82611,1.10588,0.81984,0.88076,0.90641,0.39996,1.93526,0.86983,1.42476,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307
37,188.41,1.34517,0.81726,1.10795,0.88697,0.76882,0.8927,0.38232,1.96513,0.87403,1.45613,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
