epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,9.56313,2.81934,4.25005,2.42244,0.00217,0.27957,0.00153,0.00046,2.37014,3.92825,2.18925,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034
2,15.4221,2.47205,3.98901,2.07099,0.00417,0.53763,0.00482,0.00154,2.16598,3.74166,1.86393,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307
3,21.5485,2.14126,3.56681,1.76758,0.00646,0.83333,0.01403,0.00471,1.91292,3.47994,1.56975,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901
4,27.535,2.01516,2.48104,1.72782,0.91519,0.17408,0.48556,0.16371,2.02173,2.86671,1.75654,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783
5,32.6939,1.92947,2.03953,1.66804,0.88939,0.2594,0.62292,0.223,1.8999,2.55929,1.69713,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951
6,39.0524,1.91089,1.86286,1.56387,0.7535,0.61828,0.73368,0.30052,1.88957,2.07691,1.67628,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901
7,44.5802,1.84165,1.75223,1.47066,0.80872,0.5914,0.72087,0.26173,2.0518,2.02336,1.69383,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812
8,50.3457,1.78201,1.64617,1.46668,0.83218,0.6665,0.7899,0.30483,2.01845,1.84428,1.64305,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614
9,55.8955,1.8057,1.56315,1.45121,0.81664,0.6828,0.78481,0.32218,1.94718,1.66939,1.60711,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
10,62.0424,1.78244,1.49654,1.43659,0.76985,0.66129,0.72573,0.26665,2.05583,2.05414,1.6536,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
