epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,7.87828,3.17841,4.49036,2.67011,0.00096,0.12366,0.00056,0.0002,2.55415,4.08366,2.47962,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034
2,13.6076,2.75177,4.22459,2.37193,0.00258,0.33333,0.00185,0.00058,2.36343,3.9153,2.20171,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307
3,19.591,2.42994,4.01477,1.99238,0.00546,0.7043,0.00616,0.00219,2.15727,3.59211,1.69504,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901
4,25.1887,2.21465,3.52819,1.71307,0.00654,0.84409,0.02293,0.0074,2.0442,3.33598,1.53797,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783
5,30.3368,2.08603,2.88073,1.66293,0.74038,0.09677,0.33073,0.12062,2.01265,2.94837,1.6533,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951
6,35.8466,2.15544,2.45529,1.67889,0.51423,0.47807,0.46614,0.16488,2.11791,2.39347,1.85088,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901
7,40.9202,2.12331,2.29933,1.60936,0.45172,0.41935,0.39567,0.1317,2.10031,2.40529,1.75804,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812
8,46.165,1.99717,2.25246,1.58514,0.61023,0.57527,0.58973,0.24871,1.96511,2.26846,1.73313,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614
9,51.383,2.03207,2.12817,1.58026,0.63158,0.55914,0.58799,0.23399,2.01217,2.21296,1.75493,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
10,56.8086,1.97907,2.04402,1.55353,0.67368,0.5,0.56601,0.20733,2.02365,2.28085,1.76109,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
11,61.9614,1.92118,1.88651,1.5078,0.41401,0.46237,0.3682,0.11094,2.16967,2.35,1.79535,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
