epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,29.2608,2.81067,4.29313,2.34949,0.00242,0.31183,0.00224,0.00068,2.45856,3.94988,2.27672,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034
2,34.6685,2.49305,3.94385,2.03882,0.00513,0.66129,0.0108,0.00321,2.19299,3.67531,1.85029,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307
3,40.9519,2.15494,3.42172,1.74437,0.0065,0.83871,0.01406,0.00462,1.90375,3.44927,1.57428,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901
4,46.5513,2.00069,2.4654,1.68833,0.00729,0.94086,0.17774,0.07308,1.82138,3.0266,1.6319,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783
5,52.2706,1.90938,2.11918,1.64118,1,0.04959,0.57852,0.21396,1.83065,2.6996,1.61531,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951
6,58.6568,1.91005,1.93431,1.56072,0.72293,0.67333,0.66128,0.24987,1.90585,2.16878,1.6684,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901
7,64.4154,1.85549,1.80326,1.47802,0.68537,0.66667,0.65994,0.20947,2.04028,1.97252,1.80587,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812
8,70.1419,1.79849,1.72546,1.48346,0.76705,0.63978,0.74169,0.27493,1.96001,1.76103,1.74575,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614
9,76.0584,1.79953,1.63969,1.44443,0.78672,0.67204,0.74749,0.30515,1.94081,1.67832,1.70274,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
10,82.0479,1.78713,1.53925,1.43734,0.76875,0.67916,0.75483,0.27977,2.01134,1.8764,1.72564,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
11,87.3267,1.68483,1.44242,1.35659,0.78046,0.72043,0.79693,0.32146,1.94521,1.58234,1.59721,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
12,93.3463,1.72701,1.44803,1.35351,0.75414,0.74731,0.78995,0.33573,1.93072,1.54691,1.58243,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822
13,98.7088,1.66893,1.38257,1.33944,0.83562,0.73118,0.8565,0.37896,1.86255,1.37234,1.51711,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
14,104.938,1.68479,1.35263,1.34082,0.82542,0.76258,0.88079,0.39167,1.81823,1.36686,1.52038,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426
15,110.405,1.59498,1.262,1.30527,0.82275,0.80108,0.87415,0.40437,1.8139,1.24202,1.47284,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
16,116.033,1.60643,1.22136,1.28193,0.8165,0.78495,0.87254,0.39807,1.83196,1.25295,1.50957,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703
17,121.956,1.61327,1.14214,1.26497,0.81259,0.82796,0.88431,0.40218,1.84783,1.14816,1.47031,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
18,127.75,1.67391,1.17373,1.31019,0.77164,0.82258,0.86194,0.38357,1.88954,1.15337,1.5045,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634
19,133.03,1.56344,1.10894,1.2389,0.85791,0.7466,0.8571,0.3516,1.96722,1.23059,1.59054,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436
20,139.363,1.54755,1.06035,1.23541,0.82995,0.7957,0.8579,0.37132,1.95803,1.19839,1.57779,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238
21,144.671,1.53608,1.06425,1.23151,0.78123,0.80636,0.85294,0.39193,1.90523,1.1021,1.54532,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604
22,150.717,1.5192,1.07364,1.22162,0.77325,0.82796,0.86874,0.39295,1.9061,1.07768,1.56429,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842
23,155.916,1.54856,1.03808,1.21752,0.78852,0.80645,0.86378,0.38227,1.921,1.08442,1.57995,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
24,161.731,1.50754,1.01148,1.22245,0.81371,0.80645,0.8732,0.39335,1.90317,1.05366,1.52289,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446
25,167.258,1.50931,0.96227,1.19825,0.82284,0.83333,0.85967,0.36425,1.9719,1.06537,1.56409,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
26,173.427,1.51186,0.99145,1.18574,0.84138,0.79852,0.87423,0.37364,1.92417,1.03367,1.51598,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505
27,178.969,1.45235,0.95379,1.18097,0.81009,0.80266,0.87152,0.39378,1.9043,1.00161,1.51454,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
28,185.071,1.46485,0.91537,1.17634,0.79828,0.85104,0.85032,0.38143,1.90947,0.99423,1.50854,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654
29,190.13,1.41151,0.88711,1.16463,0.77617,0.83895,0.85069,0.38021,1.90678,0.99942,1.48552,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
30,196.218,1.4127,0.881,1.14755,0.85299,0.76882,0.8696,0.41736,1.87733,0.9653,1.462,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258
31,201.526,1.39267,0.87335,1.13766,0.7996,0.86559,0.88212,0.39462,1.89662,0.97693,1.4874,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
32,207.751,1.38193,0.8559,1.13019,0.77955,0.86559,0.87442,0.38651,1.93024,0.9613,1.50046,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862
33,212.885,1.36646,0.83519,1.12978,0.84492,0.79088,0.85973,0.39104,1.90274,0.96801,1.47439,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
34,218.546,1.34345,0.82299,1.12153,0.84282,0.79032,0.83824,0.38755,1.89771,0.97411,1.49371,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466
35,223.772,1.32996,0.80337,1.10295,0.84603,0.76811,0.82902,0.37652,1.91499,0.96022,1.50142,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
36,229.537,1.32648,0.8072,1.10477,0.80983,0.80108,0.8226,0.33864,2.02801,0.98609,1.60779,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307
37,235.105,1.31805,0.80296,1.11659,0.81574,0.80645,0.84569,0.33307,2.09005,1.00508,1.65546,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
38,240.896,1.34371,0.78112,1.11011,0.81328,0.82796,0.8422,0.36152,2.0103,0.95474,1.56451,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674
39,246.142,1.33864,0.7869,1.1136,0.81817,0.82251,0.83382,0.36662,1.94948,0.90478,1.5267,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
40,252.223,1.31592,0.7949,1.09577,0.78855,0.86022,0.85476,0.36574,1.95812,0.91137,1.5372,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278
41,257.43,1.2996,0.75814,1.08238,0.78764,0.83333,0.8498,0.37361,1.95775,0.8871,1.54396,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
42,263.596,1.29303,0.73767,1.09304,0.87836,0.72581,0.82553,0.33345,2.05412,0.95042,1.63738,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882
43,269.117,1.24286,0.72451,1.05997,0.83216,0.76344,0.82865,0.34787,2.00988,0.923,1.58792,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684
44,275.153,1.28649,0.76258,1.08053,0.85355,0.75806,0.8105,0.33129,2.01474,0.94186,1.58911,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486
45,280.63,1.27259,0.75294,1.08208,0.81674,0.76882,0.81331,0.34197,1.99676,0.94558,1.58749,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288
46,286.621,1.25765,0.73107,1.06629,0.82723,0.75269,0.81542,0.31331,2.08845,0.95142,1.65922,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109
47,292.038,1.22616,0.72553,1.05643,0.85834,0.79032,0.8284,0.34205,1.99475,0.89671,1.57576,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892
48,297.701,1.24342,0.723,1.06717,0.85955,0.78968,0.84663,0.34805,1.99097,0.88614,1.58606,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694
