epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,7.79292,3.17776,4.52009,2.65942,0.00121,0.15591,0.00071,0.00023,2.5202,4.08001,2.4563,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034,0.00102,0.00034
2,13.9427,2.71563,4.23588,2.33337,0.00337,0.43548,0.00276,0.0008,2.28284,3.91476,2.14357,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307,0.00207921,0.00069307
3,20.1874,2.40478,3.94112,1.95633,0.00571,0.73656,0.00718,0.00238,2.06155,3.65844,1.73339,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901,0.00311704,0.00103901
4,25.7461,2.35402,3.14445,1.87975,0.00637,0.82258,0.02177,0.00856,2.03962,3.41017,1.76058,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783,0.00413348,0.00137783
5,30.9352,2.2457,2.60649,1.87401,0.00704,0.9086,0.2614,0.09165,2.11136,3.11637,1.79874,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951,0.00512854,0.00170951
6,36.2615,2.19925,2.36581,1.78175,0.66523,0.16027,0.31745,0.10208,2.13351,2.81906,1.91769,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901
7,41.3362,2.13215,2.19626,1.70286,0.54057,0.44624,0.43445,0.14844,2.18618,2.26396,1.92525,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812
8,46.8676,1.9885,2.12304,1.66507,0.62464,0.50103,0.50685,0.14588,2.20791,2.3171,1.9016,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614
9,51.7363,2.05392,2.03687,1.65171,0.6301,0.52151,0.54378,0.18024,2.13379,2.12862,1.81938,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
10,57.3347,1.97395,1.95932,1.61777,0.57409,0.55376,0.55156,0.17578,2.15184,2.1845,1.87799,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
11,62.734,1.92542,1.83901,1.55681,0.65031,0.5999,0.59623,0.19977,2.06863,1.98513,1.76647,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
12,68.0351,1.95007,1.81187,1.5585,0.59704,0.50538,0.48927,0.13779,2.30372,2.06339,1.86423,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822
13,73.1035,1.94378,1.79563,1.58425,0.74199,0.60753,0.61646,0.21807,2.17122,1.83388,1.81779,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
14,78.591,1.93564,1.78661,1.55912,0.7025,0.59677,0.63303,0.23656,2.08856,1.8267,1.78003,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426
15,83.9204,1.85978,1.69814,1.53435,0.72309,0.66129,0.71148,0.2922,2.00234,1.59883,1.7089,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
16,89.1137,1.85052,1.63566,1.50123,0.70651,0.6828,0.72648,0.30885,2.00428,1.57745,1.70837,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703
17,94.0037,1.87705,1.56314,1.48933,0.65185,0.66667,0.66512,0.2768,2.03345,1.63674,1.69607,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
18,99.5037,1.87841,1.62629,1.50554,0.75116,0.67742,0.68794,0.27834,2.03598,1.63424,1.68793,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634
19,104.612,1.83131,1.5186,1.46051,0.69577,0.65054,0.69983,0.28954,2.01782,1.55853,1.67777,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436
20,109.942,1.83407,1.48734,1.48823,0.72941,0.71505,0.73401,0.29621,2.03061,1.47785,1.68223,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238
21,115.184,1.82118,1.48353,1.45258,0.73423,0.67204,0.72707,0.29547,2.06732,1.47787,1.73188,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604
22,120.398,1.79865,1.482,1.46064,0.73608,0.57527,0.65949,0.25699,2.19066,1.52939,1.82331,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842
23,125.402,1.83807,1.39657,1.43791,0.78758,0.69892,0.74588,0.31257,2.05054,1.43793,1.73128,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
24,130.546,1.78729,1.38222,1.4209,0.74537,0.66129,0.72705,0.30846,2.06765,1.43296,1.72297,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446
25,135.637,1.78808,1.31743,1.40892,0.72343,0.68817,0.72714,0.30394,2.05365,1.43153,1.70826,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
26,140.707,1.76968,1.36014,1.38833,0.73847,0.72043,0.74653,0.30923,2.07021,1.36687,1.73751,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505
27,145.724,1.74687,1.30879,1.41563,0.6897,0.71505,0.74082,0.30364,2.10379,1.34357,1.74115,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
28,151.255,1.74041,1.29264,1.39488,0.75281,0.62366,0.69402,0.25424,2.27533,1.46355,1.79131,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654
29,156.232,1.71157,1.27845,1.38076,0.69806,0.71505,0.7458,0.30688,2.07346,1.4521,1.72842,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
30,161.618,1.7391,1.2439,1.37359,0.70037,0.69119,0.71102,0.28765,2.13735,1.39093,1.75283,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258
31,166.698,1.69568,1.2534,1.35487,0.74195,0.69355,0.72128,0.29546,2.08206,1.36884,1.71052,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
32,171.94,1.67748,1.20428,1.34146,0.75136,0.71505,0.72802,0.29562,2.07594,1.35213,1.65755,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862
33,176.992,1.65892,1.183,1.34068,0.75183,0.6828,0.717,0.30456,2.06666,1.34102,1.67644,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
34,182.41,1.62717,1.16839,1.32316,0.71802,0.73927,0.73389,0.29238,2.12932,1.29536,1.73878,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466
35,187.656,1.6713,1.15463,1.3148,0.77517,0.62903,0.7172,0.28453,2.14664,1.33386,1.69706,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
36,192.764,1.64754,1.13051,1.30065,0.73984,0.69892,0.73982,0.27484,2.21666,1.30439,1.77808,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307
37,197.991,1.60321,1.15828,1.31142,0.70514,0.65572,0.70332,0.25475,2.26098,1.35221,1.82695,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
38,203.463,1.59166,1.10014,1.28373,0.71101,0.74731,0.75362,0.29836,2.10716,1.28358,1.73494,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674
39,208.201,1.6204,1.11707,1.30293,0.68784,0.71079,0.69902,0.28367,2.1629,1.27642,1.73135,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
40,213.849,1.62449,1.09107,1.27662,0.71597,0.73185,0.72817,0.29367,2.1302,1.30606,1.71863,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278
41,218.809,1.59596,1.08965,1.26389,0.74505,0.67204,0.72717,0.28335,2.13806,1.29555,1.71001,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
42,224.104,1.57138,1.07961,1.27341,0.69159,0.7113,0.72341,0.28488,2.17316,1.33981,1.72785,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882
43,229.317,1.5565,1.03979,1.24985,0.74715,0.66723,0.74211,0.2669,2.29919,1.32139,1.82501,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684
